qId,year,number,questionType,stem,modelAnswer,tags,status,imageRequired,imageUrls
Q_R3_05,R3,5,essay,"【問題5】
レディーミクストコンクリート（JIS A 5308）の工場選定，品質の指定，品質管理項目に関する
次の文章ののA〜Bに当てはまる適切な語句を解答欄に記述しなさい。
⑴レディーミクストコンクリート工場の選定にあたっては，定める時間の限度内にコンク
リートのA及び荷卸し，打込みが可能な工場を選定しなければならない。
⑵レディーミクストコンクリートの種類を選定するにあたっては，Eの最大寸法，
G強度，荷卸し時の目標スランプ又は目標スランプフロー及びセメントの種類をも
とに選定しなければならない。
⑶Jの変動はコンクリートの強度や耐凍害性に大きな影響を及ぼすので，受入れ時に
試験によって許容範囲内にあることを確認する必要がある。
⑷フレッシュコンクリート中のBの試験方法としては，加熱乾燥法，エアメータ法，
静電容量法等がある。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題5 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R3_06,R3,6,essay,"【問題6】
車両系建設機械による労働災害防止のため，労働安全衛生規則の定めにより事業者が実施すべき
安全対策に関する次の文章ののA〜Bに当てはまる適切な語句を解答欄に記述しなさ
い。
⑴岩石の落下等により労働者に危険が生ずるおそれのある場所で，ブルドーザ，トラクター
ショベル，パワーショベル等を使用するときは，当該車両系建設機械に堅固なAを
備えなければならない。
⑵車両系建設機械の転落，地山の崩壊等による労働者の危険を防止するため，あらかじめ，
当該作業に係る場所について地形，地質の状態等を調査し，その結果をEしておか
なければならない。
⑶路肩，傾斜地等であって，車両系建設機械の転倒又は転落により運転者に危険が生ずるお
それのある場所においては，転倒時Gを有し，かつ，Jを備えたもの以外の
車両系建設機械を使用しないように努めるとともに，運転者にJを使用させるよう
に努めなければならない。
⑷車両系建設機械の転倒やブーム又はアーム等の破壊による労働者の危険を防止するため，
その構造上定められた安定度，B荷重等を守らなければならない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題6 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R3_07,R3,7,essay,"【問題7】
建設工事に係る資材の再資源化等に関する法律（建設リサイクル法）により再資源化を促進する特
定建設資材に関する次の文章ののA〜Bに当てはまる適切な語句を解答欄に記述しな
さい。
⑴コンクリート塊については，破砕，選別，混合物のA，E調整等を行う
ことにより再生クラッシャーラン，再生コンクリート砂等として，道路，港湾，空港，駐車
場及び建築物等の敷地内の舗装の路盤材，建築物等の埋戻し材，又は基礎材，コンクリート
用骨材等に利用することを促進する。
⑵建設発生木材については，チップ化し，Gボード，堆肥等の原材料として利用す
ることを促進する。これらの利用が技術的な困難性，環境への負荷の程度等の観点から適切
でない場合にはJとして利用することを促進する。
⑶アスファルト・コンクリート塊については，破砕，選別，混合物のA，E
調整等を行うことにより，再生加熱アスファルトB混合物及び表層基層用再生加熱
アスファルト混合物として，道路等の舗装の上層路盤材，基層用材料，又は表層用材料に利
用することを促進する。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題7 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R3_08,R3,8,essay,"【問題　8】
軟弱地盤対策として，下記の５つの工法の中から２つ選び，工法名，工法の概要及び期待される
効果をそれぞれ解答欄に記述しなさい。
・サンドマット工法
・サンドドレーン工法
・深層混合処理工法（機械攪拌工法）
・薬液注入工法
・掘削置換工法","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題8 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R3_09,R3,9,essay,"【問題9】
コンクリートの施工に関する次の①〜④の記述のすべてについて，適切でない語句が文中に含ま
れている。①〜④のうちから２つ選び，番号，適切でない語句及び適切な語句をそれぞれ解答欄に
記述しなさい。
①コンクリート中にできた空隙や余剰水を少なくするための再振動を行う適切な時期は，締
固めによって再び流動性が戻る状態の範囲でできるだけ早い時期がよい。
②仕上げ作業後，コンクリートが固まり始めるまでの間に発生したひび割れは，棒状バイブ
レータと再仕上げによって修復しなければならない。
③コンクリートを打ち継ぐ場合には，既に打ち込まれたコンクリートの表面のレイタンス等
を完全に取り除き，コンクリート表面を粗にした後，十分に乾燥させなければならない。
④型枠底面に設置するスペーサは，鉄筋の荷重を直接支える必要があるので，鉄製を使用す
る。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題9 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R3_10,R3,10,essay,"【問題 １０】
下図は移動式クレーンでボックスカルバートの設置作業を行っている現場状況である。
この現場において安全管理上必要な労働災害防止対策に関して「労働安全衛生規則」又は「クレーン等安全規則」に定められている措置の内容について，５つ解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題10 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1083vlbw5w9ylsuNKd9R5C2Pldv2IHLqU&sz=w2000""]"
Q_R3_11,R3,11,essay,"【問題11】
下図のような管渠を敷設する場合の施工手順が次の表に示されているが，施工手順①〜③のうち
から２つ選び，それぞれの番号，該当する工種名及び施工上の留意事項（主要機械の操作及び安
全管理に関するものは除く）について解答欄に記述しなさい。
施工手順施工上の留意事項
工種名
番号（主要機械の操作及び安全管理に関するものは除く）
準備工（丁張り）・丁張りは，施工図に従って位置・高さを正確に設置する。
↓
①
（バックホウ）
↓
砕石基礎工・基礎工は，地下水に留意しドライワークで施工する。
↓
②
（トラッククレーン）
↓
型枠工（設置）
↓
・コンクリートは，管の両側から均等に投入し，管底まで
コンクリート基礎工
充填するようにバイブレータ等を用いて入念に行う。
↓
養生工
↓
型枠工（撤去）
↓
③
（タンパ）
↓
残土処理","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R3 問題11 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1tMcaEPw4LyOrSkGPkHhnyi0_cFM-8JCj&sz=w2000""]"
Q_R4_01,R4,1,essay,"【問題1】あなたが経験した土木工事の現場において、その現場状況から特に留意した安全管理に関して、次の〔設問1〕、〔設問2〕に答えなさい。
〔注意〕あなたが経験した工事でないことが判明した場合は失格となります。

〔設問1〕あなたが経験した土木工事に関し、次の事項について解答欄に明確に記述しなさい。
〔注意〕「経験した土木工事」は、あなたが工事請負者の技術者の場合は、あなたの所属会社が受注した工事内容について記述してください。したがって、あなたの所属会社が二次下請業者の場合は、発注者名は一次下請業者名となります。
なお、あなたの所属が発注機関の場合の発注者名は、所属機関名となります。
(1) 工事名
(2) 工事の内容
  1 発注者名
  2 工事場所
  3 工期
  4 主な工種
  5 施工量
(3) 工事現場における施工管理上のあなたの立場

〔設問2〕上記工事の現場状況から特に留意した安全管理に関し、次の事項について解答欄に具体的に記述しなさい。
ただし、交通誘導員の配置のみに関する記述は除く。
(1) 具体的な現場状況と特に留意した技術的課題
(2) 技術的課題を解決するために検討した項目と検討理由及び検討内容
(3) 上記検討の結果、現場で実施した対応処置とその評価","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

この問題は経験記述を含む問題である。実際に担当した土木工事に置き換えて、次の骨子で答案を作る。

1. 工事概要
工事名、発注者名、工事場所、工期、主な工種、施工量、自分の立場を具体的に書く。

2. 技術的課題
現場条件から、安全管理上の技術的課題を1つに絞る。

3. 検討項目
施工方法、使用機械、材料、手順、計測・確認方法、協力会社との調整を具体化する。

4. 対応処置と評価
実施内容、確認記録、是正措置、結果を事実ベースでまとめる。","記述式,必須問題",published,,
Q_R4_02,R4,2,essay,"【問題2】
地下埋設物・架空線等に近接した作業に当たって，施工段階で実施する具体的な対策について，
次の文章ののA〜Bに当てはまる適切な語句を解答欄に記述しなさい。
⑴掘削影響範囲に埋設物があることが分かった場合，そのA及び関係機関と協議
し，関係法令等に従い，防護方法，立会の必要性及び保安上の必要な措置等を決定すること。
⑵掘削断面内に移設できない地下埋設物がある場合は，E段階から本体工事の埋戻し，
復旧の段階までの間，適切に埋設物を防護し，維持管理すること。
⑶工事現場における架空線等上空施設について，建設機械等のブーム，ダンプトラックのダ
ンプアップ等により，接触や切断の可能性があると考えられる場合は次の保安措置を行うこ
と。
①架空線等上空施設への防護カバーの設置
②工事現場の出入り口等におけるG装置の設置
③架空線等上空施設の位置を明示する看板等の設置
④建設機械のブーム等の旋回・H区域等の設定
⑷架空線等上空施設に近接した工事の施工に当たっては，架空線等と機械，工具，材料等に
ついて安全なBを確保すること。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題2 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R4_03,R4,3,essay,"【問題3】
盛土の品質管理における，下記の試験・測定方法名①〜⑤から２つ選び，その番号，試験・測定方
法の内容及び結果の利用方法をそれぞれ解答欄へ記述しなさい。
ただし，解答欄の（例）と同一内容は不可とする。
①砂置換法
②RI 法
③現場CBR 試験
④ポータブルコーン貫入試験
⑤プルーフローリング試験","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題3 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R4_04,R4,4,essay,"【問題4】
コンクリートの打継目の施工に関する次の文章ののA〜Bに当てはまる適切な語句を
解答欄に記述しなさい。
⑴打継目は，できるだけせん断力のA位置に設け，打継面を部材の圧縮力の作用方
向と直交させるのを原則とする。海洋及び港湾コンクリート構造物等では，外部塩分が打継
目を浸透し，Eの腐食を促進する可能性があるのでできるだけ設けないのがよい。
⑵コンクリートを水平に打ち継ぐ場合には，既に打ち込まれたコンクリートの表面のレイタ
ンス，品質の悪いコンクリート，緩んだ骨材粒等を完全に取り除き，コンクリート表面を
Gにした後，十分に吸水させなければならない。
⑶既に打ち込まれ硬化したコンクリートの鉛直打継面は，ワイヤブラシで表面を削るか，
H等によりGにして十分吸水させた後，新しいコンクリートを打ち継がな
ければならない。
⑷水密性を要するコンクリート構造物の鉛直打継目には，Bを用いることを原則とす
る。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題4 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R4_05,R4,5,essay,"【問題5】
土の締固めにおける試験及び品質管理に関する次の文章中の（イ）〜（ホ）に当てはまる
適切な語句を解答欄に記述しなさい。
⑴土の締固めで最も重要な特性として，下図に示す締固めの含水比と密度の関係が挙げられ，
これは締固め曲線と呼ばれ，ある一定のエネルギーにおいて最も効率よく土を密にすること
ができる含水比を（イ）といい，その時の乾燥密度を最大乾燥密度という。
⑵締固め曲線は土質によって異なり，一般に礫や（ロ）では，最大乾燥密度が高く曲線
が鋭くなり，シルトや（ハ）では最大乾燥密度は低く曲線は平坦になる。
⑶締固め品質の規定は，締め固めた土の性質の恒久性を確保するとともに，盛土に要求する
（ニ）を確保できるように，設計で設定した盛土の所要力学特性を確保するためのもので
あり，（ホ）や施工部位によって最も合理的な品質管理方法を用いる必要がある。","【解答候補（二次ソース確認・要承認）】
A: 最適含水比
E: 砂
G: 粘土
H: 品質
B: 材料（土質）

【根拠】
建設データジャーナル「土木施工管理技士講座 第6回『第二次検定対策』」の令和4年度1級土木施工管理技術検定 第二次検定 選択問題(1) 問題5（土の締固め）解説に基づく候補。公式/顧客資料ではないため、採用には確認が必要。","記述式,選択問題(1),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1Zxcbbmx8tokeLnu80BUDpoV398zdrXL8&sz=w2000""]"
Q_R4_06,R4,6,essay,"【問題6】
建設工事の現場における墜落等による危険の防止に関する労働安全衛生法令上の定めについて，
次の文章ののA〜Bに当てはまる適切な語句又は数値を解答欄に記述しなさい。
⑴事業者は，高さが=m 以上のAの端や開口部等で，墜落により労働者に危険を及
ぼすおそれのある箇所には，囲い，手すり，覆い等を設けなければならない。
⑵墜落制止用器具はE型を原則とするが，墜落時にE型の墜落制止用器具を
着用する者が地面に到達するおそれのある場合（高さが6.75 m 以下）は胴ベルト型の使用
が認められる。
⑶事業者は，高さ又は深さがG mをこえる箇所で作業を行なうときは，当該作業
に従事する労働者が安全に昇降するための設備等を設けなければならない。
⑷事業者は，作業のため物体が落下することにより労働者に危険を及ぼすおそれのあるとき
は，Hの設備を設け，立入区域を設定する等当該危険を防止するための措置を講じな
ければならない。
⑸事業者は，架設通路で墜落の危険のある箇所には，高さB cm 以上の手すり等と，
高さが35 cm 以上50 cm 以下の桟等の設備を設けなければならない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題6 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R4_07,R4,7,essay,"【問題7】
情報化施工におけるTS（トータルステーション）・GNSS（全球測位衛星システム）を用いた盛
土の締固め管理に関する次の文章ののA〜Bに当てはまる適切な語句を解答欄に記述
しなさい。
⑴施工現場周辺のシステム運用障害の有無，TS・GNSSを用いた盛土の締固め管理システ
ムの精度・機能について確認した結果をAに提出する。
⑵試験施工において，締固め回数が多いとEが懸念される土質の場合，Eが
発生する締固め回数を把握して，本施工での締固め回数の上限値を決定する。
⑶本施工の盛土に使用する材料のGが，所定の締固め度が得られるGの範
囲内であることを確認し，補助データとして施工当日の気象状況（天気・湿度・気温等）
も記録する。
⑷本施工では盛土施工範囲のHにわたって，試験施工で決定したB厚以下と
なるようにB作業を実施し，その結果を確認するものとする。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題7 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R4_08,R4,8,essay,"【問題 8】
下図のような切梁式土留め支保工内の掘削に当たって，下記の項目①～③から２つ選び，その
番号，実施方法又は留意点を解答欄に記述しなさい。
ただし，解答欄の（例）と同一内容は不可とする。

①　掘削順序
②　軟弱粘性土地盤の掘削
③　漏水，出水時の処理","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題8 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1IeBKDOr4D95IrbTd0LZI6PeCBEAiA6Gn&sz=w2000""]"
Q_R4_09,R4,9,essay,"【問題9】
コンクリートに発生したひび割れ等の下記の状況図①〜④から2つ選び，その番号，防止対策を
解答欄に記述しなさい。
①沈みひび割れ②コールドジョイント
③水和熱による温度ひび割れ④アルカリシリカ反応によるひび割れ","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題9 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1XJ-mNlJcqLd5tTShJxqEpzUtOQKjXQJt&sz=w2000""]"
Q_R4_10,R4,10,essay,"【問題10】
建設工事現場で事業者が行なうべき労働災害防止の安全管理に関する次の文章の①〜⑥のすべて
について，労働安全衛生法令等で定められている語句又は数値の誤りが文中に含まれている。
①〜⑥から5つ選び，その番号，「誤っている語句又は数値」及び「正しい語句又は数値」を
解答欄に記述しなさい。

①高所作業車を用いて作業を行うときは，あらかじめ当該高所作業車による作業方法を示
した作業計画を定め，関係労働者に周知させ，当該作業の指揮者を届け出て，その者に作
業の指揮をさせなければならない。

②高さが3 m 以上のコンクリート造の工作物の解体等の作業を行うときは，工作物の倒壊，
物体の飛来又は落下等による労働者の危険を防止するため，あらかじめ当該工作物の形状，
き裂の有無，周囲の状況等を調査し作業計画を定め，作業を行わなければならない。

③土石流危険河川において建設工事の作業を行うときは，作業開始時にあっては当該作業
開始前48 時間における降雨量を，作業開始後にあっては1 時間ごとの降雨量を，それぞれ
雨量計等により測定し，記録しておかなければならない。

④支柱の高さが3.5 m 以上の型枠支保工を設置するときは，打設しようとするコンクリート
構造物の概要，構造や材質及び主要寸法を記載した書面及び図面等を添付して，組立開始14
日前までに所轄の労働基準監督署長に提出しなければならない。

⑤下水道管渠等で酸素欠乏危険作業に労働者を従事させる場合は，当該作業を行う場所の空
気中の酸素濃度を18 ％以上に保つよう換気しなければならない。しかし爆発等防止のため
換気することができない場合等は，労働者に防毒マスクを使用させなければならない。

⑥土止め支保工の切りばり及び腹おこしの取付けは，脱落を防止するため，矢板，くい等に確
実に取り付けるとともに，火打ちを除く圧縮材の継手は重ね継手としなければならない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題10 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R4_11,R4,11,essay,"【問題 11】
建設工事において，排出事業者が「廃棄物の処理及び清掃に関する法律」及び「建設廃棄物処理
指針」に基づき，建設廃棄物を現場内で保管する場合，周辺の生活環境に影響を及ぼさないよう
にするための具体的措置を５つ解答欄に記述しなさい。
ただし，特別管理産業廃棄物は対象としない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R4 問題11 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R5_01,R5,1,essay,"【問題1】あなたが経験した土木工事の現場において、その現場状況から特に留意した品質管理に関して、次の〔設問1〕、〔設問2〕に答えなさい。
〔注意〕あなたが経験した工事でないことが判明した場合は失格となります。

〔設問1〕あなたが経験した土木工事に関し、次の事項について解答欄に明確に記述しなさい。
〔注意〕「経験した土木工事」は、あなたが工事請負者の技術者の場合は、あなたの所属会社が受注した工事内容について記述してください。したがって、あなたの所属会社が二次下請業者の場合は、発注者名は一次下請業者名となります。
なお、あなたの所属が発注機関の場合の発注者名は、所属機関名となります。
(1) 工事名
(2) 工事の内容
  1 発注者名
  2 工事場所
  3 工期
  4 主な工種
  5 施工量
(3) 工事現場における施工管理上のあなたの立場

〔設問2〕上記工事の現場状況から特に留意した品質管理に関し、次の事項について解答欄に具体的に記述しなさい。
(1) 具体的な現場状況と特に留意した技術的課題
(2) 技術的課題を解決するために検討した項目と検討理由及び検討内容
(3) 上記検討の結果、現場で実施した対応処置とその評価","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

この問題は経験記述を含む問題である。実際に担当した土木工事に置き換えて、次の骨子で答案を作る。

1. 工事概要
工事名、発注者名、工事場所、工期、主な工種、施工量、自分の立場を具体的に書く。

2. 技術的課題
現場条件から、品質管理上の技術的課題を1つに絞る。

3. 検討項目
施工方法、使用機械、材料、手順、計測・確認方法、協力会社との調整を具体化する。

4. 対応処置と評価
実施内容、確認記録、是正措置、結果を事実ベースでまとめる。","記述式,必須問題",published,,
Q_R5_02,R5,2,essay,"【問題2】
コンクリート構造物において行われる調査及び検査に関する次の文章のの?〜@に当
てはまる適切な語句を解答欄に記述しなさい。
⑴たたきによる方法は，コンクリート表面をハンマ等により打撃した際の打撃音により，コ
ンクリート表層部の?を把握する方法である。
⑵反発度法（テストハンマー法）は，コンクリート表層の反発度を測定した結果から，コン
D
クリートのを推定するために用いられる。反発度法による推定結果が所定の
Dに達しない場合には，原位置でコンクリートのEを採取して試験を行う。
⑶電磁波レーダ法や電磁誘導法は，コンクリート中の鉄筋等の鋼材の径やGを推定す
る方法である。
⑷自然電位法は，コンクリート中の鉄筋の@状態を推定する方法である。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R5 問題2 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R5_03,R5,3,essay,"【問題3】
労働安全衛生法令上，つり足場，張出し足場又は高さが2m 以上の構造の足場の組立て，解体又
は変更の作業を行うとき，事業者が講じなければならない措置を2つ，解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R5 問題3 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R5_04,R5,4,essay,"【問題4】
切土法面の施工時における排水対策に関する次の文章のの?〜@に当てはまる
適切な語句を解答欄に記述しなさい。
⑴切土法面は気象条件によって種々の影響を受けるが，最も多いのは雨水の流下による
?
であり，集排水が十分であれば法面損傷防止に役立つ。
⑵地山の崩壊は，ほとんどが不完全な排水処理によって生じているので，排水工の位置を決定
する場合には十分なDが必要である。
⑶Eの水位が高い切土部では，切土の各段階毎にその水位を下げるため，Eの
ある側に十分な深さのGを設けることが望ましい。
⑷切土部の地質は，工事前の調査のみでは完全に把握できないので，切土作業中にも地質や
@
の状況を注意して観察し，排水工や法面保護工の必要性の有無を常に考えながら，
対応策をとることが大切である。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R5 問題4 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
